SaleID,StoreID,ProductID,Date,Quantity,Price,Discount,TotalAmount
75,45,1142,2022-01-04 02:00:00,13,2258.6,0.04,28187.327999999998
76,65,775,2022-01-04 03:00:00,4,3813.88,0.25,11441.64
77,89,973,2022-01-04 04:00:00,10,4862.03,0.09,44244.473
78,71,397,2022-01-04 05:00:00,6,3236.42,0.27,14175.5196
79,9,683,2022-01-04 06:00:00,1,3519.76,0.04,3378.9696
80,88,1051,2022-01-04 07:00:00,6,4727.56,0.0,28365.36
81,129,711,2022-01-04 08:00:00,8,2679.46,0.0,21435.68
82,136,1121,2022-01-04 09:00:00,15,1735.52,0.06,24470.832
83,63,529,2022-01-04 10:00:00,8,4622.64,0.03,35871.6864
84,139,685,2022-01-04 11:00:00,6,531.17,0.17,2645.2265999999995
85,81,613,2022-01-04 12:00:00,19,1230.12,0.13,20333.883599999997
86,136,186,2022-01-04 13:00:00,14,1838.07,0.18,21101.0436
87,33,696,2022-01-04 14:00:00,2,3954.14,0.06,7433.783199999999
88,123,215,2022-01-04 15:00:00,7,4538.73,0.23,24463.754699999998
89,5,216,2022-01-04 16:00:00,8,2368.58,0.18,15537.8848
90,41,29,2022-01-04 17:00:00,10,1573.41,0.07,14632.713
91,28,102,2022-01-04 18:00:00,13,1895.41,0.12,21683.490400000002
92,135,123,2022-01-04 19:00:00,1,3351.43,0.22,2614.1154
93,72,54,2022-01-04 20:00:00,9,958.43,0.2,6900.696
94,12,1141,2022-01-04 21:00:00,10,2827.67,0.17,23469.661
95,33,616,2022-01-04 22:00:00,2,3024.53,0.29,4294.8326
96,48,557,2022-01-04 23:00:00,11,3597.71,0.04,37991.817599999995
97,62,114,2022-01-05 00:00:00,5,3098.71,0.15,13169.5175
98,37,855,2022-01-05 01:00:00,18,665.39,0.19,9701.3862
99,99,676,2022-01-05 02:00:00,7,3506.23,0.3,17180.527
100,104,977,2022-01-05 03:00:00,3,304.39,0.16,767.0627999999999
101,35,701,2022-01-05 04:00:00,16,2073.48,0.13,28862.8416
102,101,292,2022-01-05 05:00:00,15,2201.9,0.28,23780.52
103,131,261,2022-01-05 06:00:00,8,759.83,0.15,5166.844
104,1,564,2022-01-05 07:00:00,5,247.31,0.28,890.3159999999999
105,5,49,2022-01-05 08:00:00,3,541.58,0.23,1251.0498000000002
106,142,1030,2022-01-05 09:00:00,5,2342.24,0.05,11125.639999999998
107,103,379,2022-01-05 10:00:00,9,1353.7,0.05,11574.135
108,27,224,2022-01-05 11:00:00,16,531.11,0.1,7647.984
109,137,1047,2022-01-05 12:00:00,14,1430.75,0.02,19629.89
110,15,1008,2022-01-05 13:00:00,18,2738.35,0.16,41403.85199999999
111,90,657,2022-01-05 14:00:00,7,3762.27,0.26,19488.5586
112,42,110,2022-01-05 15:00:00,15,2177.61,0.12,28744.452
113,124,724,2022-01-05 16:00:00,8,3143.12,0.19,20367.4176
114,63,553,2022-01-05 17:00:00,3,3064.47,0.29,6527.321099999999
115,96,1196,2022-01-05 18:00:00,11,4502.31,0.06,46553.8854
116,52,1006,2022-01-05 19:00:00,18,1061.09,0.11,16998.661799999998
117,96,698,2022-01-05 20:00:00,15,2486.87,0.01,36930.019499999995
118,132,726,2022-01-05 21:00:00,10,3232.78,0.07,30064.854
119,143,306,2022-01-05 22:00:00,3,2694.67,0.23,6224.6877
120,29,959,2022-01-05 23:00:00,15,2361.64,0.2,28339.68
121,36,954,2022-01-06 00:00:00,6,4872.6,0.24,22219.056
122,13,1175,2022-01-06 01:00:00,11,4721.67,0.13,45186.3819
123,71,621,2022-01-06 02:00:00,11,3134.99,0.22,26898.214200000002
124,86,630,2022-01-06 03:00:00,19,2309.96,0.18,35989.1768
125,28,877,2022-01-06 04:00:00,3,3825.83,0.1,10329.741
126,66,556,2022-01-06 05:00:00,13,2662.09,0.12,30454.309599999997
127,45,67,2022-01-06 06:00:00,8,4978.73,0.16,33457.065599999994
128,62,1180,2022-01-06 07:00:00,11,3492.5,0.29,27276.425
129,134,835,2022-01-06 08:00:00,11,527.17,0.28,4175.1864
130,28,206,2022-01-06 09:00:00,13,2129.17,0.3,19375.446999999996
131,28,786,2022-01-06 10:00:00,3,3705.27,0.0,11115.81
132,108,155,2022-01-06 11:00:00,6,4243.37,0.22,19858.9716
133,44,1098,2022-01-06 12:00:00,10,4104.17,0.27,29960.441
134,84,1073,2022-01-06 13:00:00,19,4890.74,0.22,72480.7668
135,30,783,2022-01-06 14:00:00,12,2547.78,0.12,26904.556800000002
136,75,585,2022-01-06 15:00:00,14,872.32,0.22,9525.734400000001
137,128,708,2022-01-06 16:00:00,11,3330.77,0.13,31875.4689
138,92,179,2022-01-06 17:00:00,10,539.59,0.21,4262.761
139,129,1072,2022-01-06 18:00:00,3,4872.91,0.23,11256.4221
140,121,1096,2022-01-06 19:00:00,13,3840.96,0.25,37449.36
141,27,113,2022-01-06 20:00:00,18,4914.31,0.22,68996.9124
142,121,757,2022-01-06 21:00:00,13,2010.81,0.05,24833.5035
143,116,897,2022-01-06 22:00:00,14,275.82,0.28,2780.2655999999997
144,3,821,2022-01-06 23:00:00,14,2702.19,0.06,35560.820400000004
145,103,159,2022-01-07 00:00:00,7,781.68,0.11,4869.8664
146,137,786,2022-01-07 01:00:00,12,3462.21,0.13,36145.472400000006
147,62,1054,2022-01-07 02:00:00,4,2588.25,0.21,8178.870000000001
148,51,1121,2022-01-07 03:00:00,16,3816.55,0.21,48241.192
149,59,251,2022-01-07 04:00:00,19,1597.13,0.29,21545.2837
150,118,1116,2022-01-07 05:00:00,10,4179.99,0.06,39291.905999999995
151,96,113,2022-01-07 06:00:00,16,3323.94,0.14,45737.4144
152,113,259,2022-01-07 07:00:00,5,4941.01,0.06,23222.747000000003
153,62,107,2022-01-07 08:00:00,16,1057.07,0.2,13530.496
154,52,575,2022-01-07 09:00:00,1,445.63,0.06,418.89219999999995
155,12,991,2022-01-07 10:00:00,5,4285.04,0.26,15854.648000000001
156,39,427,2022-01-07 11:00:00,13,1824.57,0.29,16840.7811
157,130,859,2022-01-07 12:00:00,13,2269.98,0.1,26558.766000000003
158,131,918,2022-01-07 13:00:00,3,4643.21,0.22,10865.111400000002
159,113,1144,2022-01-07 14:00:00,17,2315.34,0.16,33063.055199999995
160,101,627,2022-01-07 15:00:00,19,1630.49,0.11,27571.585900000002
161,113,475,2022-01-07 16:00:00,5,485.58,0.06,2282.226
162,81,552,2022-01-07 17:00:00,5,2326.09,0.22,9071.751
163,113,344,2022-01-07 18:00:00,15,3343.77,0.05,47648.7225
164,2,628,2022-01-07 19:00:00,10,1492.04,0.08,13726.768
165,130,136,2022-01-07 20:00:00,12,3645.34,0.28,31495.7376
166,54,277,2022-01-07 21:00:00,11,2495.67,0.15,23334.5145
167,87,31,2022-01-07 22:00:00,1,4318.92,0.26,3196.0008
168,129,247,2022-01-07 23:00:00,3,976.34,0.23,2255.3454
169,147,411,2022-01-08 00:00:00,4,3833.98,0.11,13648.9688
170,126,27,2022-01-08 01:00:00,19,4676.25,0.07,82629.3375
171,130,73,2022-01-08 02:00:00,3,3758.71,0.03,10937.8461
172,53,1121,2022-01-08 03:00:00,18,2148.5,0.29,27457.829999999998
173,68,673,2022-01-08 04:00:00,3,1306.19,0.1,3526.713
174,123,476,2022-01-08 05:00:00,7,672.16,0.2,3764.096
175,145,287,2022-01-08 06:00:00,1,3283.37,0.22,2561.0286
176,38,212,2022-01-08 07:00:00,19,885.7,0.06,15818.601999999999
177,24,1100,2022-01-08 08:00:00,18,4223.86,0.21,60063.2892
178,69,401,2022-01-08 09:00:00,2,4811.54,0.0,9623.08
179,116,655,2022-01-08 10:00:00,12,851.79,0.13,8892.6876
180,98,1058,2022-01-08 11:00:00,17,2005.05,0.11,30336.4065
181,139,498,2022-01-08 12:00:00,3,4698.91,0.28,10149.6456
182,144,848,2022-01-08 13:00:00,12,2459.38,0.3,20658.792
183,97,98,2022-01-08 14:00:00,12,2770.0,0.09,30248.4
184,124,366,2022-01-08 15:00:00,6,3788.08,0.18,18637.353600000002
185,70,463,2022-01-08 16:00:00,10,1210.56,0.22,9442.367999999999
186,93,28,2022-01-08 17:00:00,6,4899.92,0.06,27635.5488
187,3,713,2022-01-08 18:00:00,14,3948.24,0.21,43667.534400000004
188,148,273,2022-01-08 19:00:00,2,974.59,0.08,1793.2456000000002
189,147,826,2022-01-08 20:00:00,11,733.13,0.05,7661.2085
190,90,1151,2022-01-08 21:00:00,15,4687.78,0.26,52034.358
191,147,202,2022-01-08 22:00:00,8,3488.13,0.15,23719.284
192,148,450,2022-01-08 23:00:00,13,385.12,0.09,4555.9696
193,96,1112,2022-01-09 00:00:00,19,881.54,0.12,14739.348799999998
194,52,19,2022-01-09 01:00:00,10,429.58,0.12,3780.304
195,128,1131,2022-01-09 02:00:00,9,4875.59,0.23,33787.8387
196,39,311,2022-01-09 03:00:00,18,2589.68,0.27,34028.3952
197,82,412,2022-01-09 04:00:00,7,2418.31,0.14,14558.2262
198,104,742,2022-01-09 05:00:00,3,4787.74,0.1,12926.898
199,129,624,2022-01-09 06:00:00,12,2622.25,0.22,24544.260000000002
200,11,732,2022-01-09 07:00:00,15,2685.22,0.27,29403.158999999996
201,42,635,2022-01-09 08:00:00,13,4923.67,0.03,62087.4787
202,99,498,2022-01-09 09:00:00,6,734.87,0.24,3351.0072
203,7,244,2022-01-09 10:00:00,8,4931.62,0.17,32745.956799999996
204,144,690,2022-01-09 11:00:00,14,995.25,0.26,10310.789999999999
205,90,577,2022-01-09 12:00:00,3,2469.98,0.15,6298.4490000000005
206,112,515,2022-01-09 13:00:00,16,1820.55,0.26,21555.311999999998
207,60,207,2022-01-09 14:00:00,18,4786.02,0.17,71503.13880000002
208,113,948,2022-01-09 15:00:00,17,2530.42,0.04,41296.454399999995
209,2,394,2022-01-09 16:00:00,18,310.47,0.0,5588.460000000001
210,129,1045,2022-01-09 17:00:00,10,1264.12,0.19,10239.372
211,48,718,2022-01-09 18:00:00,17,2267.9,0.18,31614.526000000005
212,140,202,2022-01-09 19:00:00,16,3446.67,0.06,51837.9168
213,37,120,2022-01-09 20:00:00,2,2897.13,0.26,4287.7524
214,9,389,2022-01-09 21:00:00,4,4279.56,0.26,12667.4976
215,99,234,2022-01-09 22:00:00,11,4176.48,0.24,34915.3728
216,147,602,2022-01-09 23:00:00,7,3034.44,0.28,15293.5776
217,48,712,2022-01-10 00:00:00,17,2942.31,0.15,42516.379499999995
218,131,982,2022-01-10 01:00:00,19,1535.19,0.21,23043.2019
219,148,857,2022-01-10 02:00:00,6,4797.95,0.27,21015.020999999997
220,54,76,2022-01-10 03:00:00,10,568.89,0.14,4892.454
221,120,649,2022-01-10 04:00:00,4,2105.75,0.19,6822.63
222,116,650,2022-01-10 05:00:00,1,3372.01,0.15,2866.2085
223,75,496,2022-01-10 06:00:00,7,4739.18,0.29,23553.7246
224,113,830,2022-01-10 07:00:00,16,2607.34,0.13,36294.1728
225,104,483,2022-01-10 08:00:00,17,4500.41,0.1,68856.273
226,84,1084,2022-01-10 09:00:00,5,703.04,0.19,2847.312
227,112,991,2022-01-10 10:00:00,10,2751.6,0.08,25314.72
228,99,619,2022-01-10 11:00:00,7,1717.04,0.26,8894.267199999998
229,93,550,2022-01-10 12:00:00,13,4019.34,0.27,38143.5366
230,146,646,2022-01-10 13:00:00,7,2335.98,0.1,14716.674
231,128,502,2022-01-10 14:00:00,15,2481.21,0.11,33124.1535
232,110,1157,2022-01-10 15:00:00,17,510.95,0.03,8425.565499999999
233,82,846,2022-01-10 16:00:00,3,2302.45,0.08,6354.762
234,54,53,2022-01-10 17:00:00,5,587.98,0.02,2881.102
235,68,450,2022-01-10 18:00:00,10,1637.9,0.23,12611.83
236,33,62,2022-01-10 19:00:00,5,809.03,0.05,3842.8924999999995
237,142,1047,2022-01-10 20:00:00,7,1805.51,0.02,12385.7986
238,21,44,2022-01-10 21:00:00,7,1291.46,0.05,8588.209
239,48,820,2022-01-10 22:00:00,14,1568.86,0.11,19547.9956
240,148,659,2022-01-10 23:00:00,15,912.25,0.13,11904.8625
241,128,728,2022-01-11 00:00:00,5,2310.12,0.27,8431.937999999998
242,136,852,2022-01-11 01:00:00,5,2588.37,0.08,11906.501999999999
243,135,47,2022-01-11 02:00:00,4,4215.91,0.22,13153.6392
244,145,820,2022-01-11 03:00:00,9,2786.36,0.27,18306.3852
245,128,1048,2022-01-11 04:00:00,12,1298.04,0.26,11526.5952
246,33,89,2022-01-11 05:00:00,16,3732.3,0.06,56133.792
247,115,1198,2022-01-11 06:00:00,8,1626.78,0.08,11973.1008
248,119,1143,2022-01-11 07:00:00,9,3830.7,0.02,33786.774
249,22,735,2022-01-11 08:00:00,12,2058.39,0.14,21242.5848
250,38,178,2022-01-11 09:00:00,7,2665.64,0.12,16420.3424
251,109,1019,2022-01-11 10:00:00,4,2618.03,0.16,8796.5808
252,51,1083,2022-01-11 11:00:00,3,4787.05,0.14,12350.589000000002
253,8,901,2022-01-11 12:00:00,1,937.59,0.22,731.3202
254,27,438,2022-01-11 13:00:00,7,4705.07,0.2,26348.392
255,27,426,2022-01-11 14:00:00,9,2897.55,0.13,22687.8165
256,21,968,2022-01-11 15:00:00,2,4969.71,0.01,9840.0258
257,30,486,2022-01-11 16:00:00,7,2951.06,0.1,18591.678
258,97,460,2022-01-11 17:00:00,10,3350.61,0.1,30155.489999999998
259,28,921,2022-01-11 18:00:00,2,3797.96,0.03,7368.0424
260,111,1126,2022-01-11 19:00:00,13,4144.59,0.09,49030.4997
261,61,1039,2022-01-11 20:00:00,3,2492.31,0.3,5233.851
262,48,748,2022-01-11 21:00:00,13,3457.25,0.25,33708.1875
263,147,51,2022-01-11 22:00:00,10,3151.44,0.24,23950.944000000003
264,4,309,2022-01-11 23:00:00,12,2154.02,0.25,19386.18
265,35,1058,2022-01-12 00:00:00,3,4139.83,0.26,9190.4226
266,49,1005,2022-01-12 01:00:00,6,1123.75,0.1,6068.25
267,17,635,2022-01-12 02:00:00,3,1002.23,0.1,2706.021
268,46,205,2022-01-12 03:00:00,2,3734.9,0.1,6722.820000000001
269,117,740,2022-01-12 04:00:00,14,3259.93,0.25,34229.265
270,6,1094,2022-01-12 05:00:00,15,1724.77,0.24,19662.378
271,99,533,2022-01-12 06:00:00,18,3248.62,0.01,57890.40839999999
272,124,108,2022-01-12 07:00:00,19,3899.11,0.28,53339.824799999995
273,37,876,2022-01-12 08:00:00,10,1241.44,0.09,11297.104000000001
274,24,251,2022-01-12 09:00:00,17,2990.69,0.19,41181.80130000001
275,93,135,2022-01-12 10:00:00,17,4158.4,0.19,57261.168
276,46,1114,2022-01-12 11:00:00,19,2173.94,0.03,40065.7142
277,95,689,2022-01-12 12:00:00,4,2944.34,0.21,9304.1144
278,99,407,2022-01-12 13:00:00,11,576.97,0.16,5331.2028
279,116,102,2022-01-12 14:00:00,17,4186.25,0.18,58356.325000000004
280,67,693,2022-01-12 15:00:00,10,4021.41,0.13,34986.267
281,128,1170,2022-01-12 16:00:00,17,2390.02,0.24,30879.058399999998
282,18,404,2022-01-12 17:00:00,12,772.39,0.19,7507.630800000001
283,25,814,2022-01-12 18:00:00,10,3369.91,0.06,31677.154
284,54,1026,2022-01-12 19:00:00,10,2950.3,0.23,22717.31
285,58,1143,2022-01-12 20:00:00,6,4613.5,0.15,23528.85
286,67,855,2022-01-12 21:00:00,17,1543.08,0.01,25970.0364
287,104,1027,2022-01-12 22:00:00,19,355.17,0.12,5938.442400000001
288,24,942,2022-01-12 23:00:00,2,1422.75,0.12,2504.04
289,114,1021,2022-01-13 00:00:00,4,2253.95,0.24,6852.008
290,32,177,2022-01-13 01:00:00,18,946.13,0.07,15838.216199999999
291,86,873,2022-01-13 02:00:00,4,4902.73,0.14,16865.3912
292,127,477,2022-01-13 03:00:00,6,1267.48,0.02,7452.7824
293,130,398,2022-01-13 04:00:00,14,3453.73,0.26,35780.6428
294,17,220,2022-01-13 05:00:00,7,2379.74,0.13,14492.6166
295,104,173,2022-01-13 06:00:00,12,2864.71,0.26,25438.6248
296,137,736,2022-01-13 07:00:00,2,4676.86,0.2,7482.976
297,43,502,2022-01-13 08:00:00,18,2751.46,0.1,44573.652
298,39,761,2022-01-13 09:00:00,13,1665.09,0.21,17100.474299999998
299,26,131,2022-01-13 10:00:00,13,1259.91,0.14,14085.793800000001
300,99,1137,2022-01-13 11:00:00,5,4481.57,0.1,20167.065
301,50,798,2022-01-13 12:00:00,7,4936.28,0.2,27643.168
302,13,799,2022-01-13 13:00:00,12,1408.79,0.23,13017.2196
303,60,930,2022-01-13 14:00:00,14,3665.28,0.21,40537.99680000001
304,135,723,2022-01-13 15:00:00,1,2627.61,0.14,2259.7446
305,57,1044,2022-01-13 16:00:00,10,3553.2,0.08,32689.440000000002
306,36,215,2022-01-13 17:00:00,9,4828.23,0.24,33025.093199999996
307,20,488,2022-01-13 18:00:00,10,1525.22,0.1,13726.980000000001
308,65,313,2022-01-13 19:00:00,7,3751.74,0.18,21534.9876
309,8,79,2022-01-13 20:00:00,16,2302.14,0.03,35729.212799999994
310,144,180,2022-01-13 21:00:00,12,3332.16,0.22,31189.0176
311,142,1004,2022-01-13 22:00:00,12,2151.93,0.29,18334.443599999995
312,115,675,2022-01-13 23:00:00,19,3600.01,0.13,59508.1653
313,143,14,2022-01-14 00:00:00,13,1820.01,0.16,19874.5092
314,92,859,2022-01-14 01:00:00,18,2544.1,0.27,33429.473999999995
315,98,246,2022-01-14 02:00:00,3,3602.21,0.24,8213.0388
316,66,1038,2022-01-14 03:00:00,7,404.99,0.29,2012.8003
317,32,99,2022-01-14 04:00:00,1,1774.83,0.08,1632.8436
318,86,33,2022-01-14 05:00:00,3,2821.69,0.14,7279.9601999999995
319,51,257,2022-01-14 06:00:00,14,555.85,0.14,6692.434
320,63,34,2022-01-14 07:00:00,4,3575.15,0.14,12298.516
321,125,19,2022-01-14 08:00:00,19,4103.78,0.27,56919.42859999999
322,150,589,2022-01-14 09:00:00,6,983.97,0.06,5549.590799999999
323,58,137,2022-01-14 10:00:00,9,3720.62,0.27,24444.4734
324,58,359,2022-01-14 11:00:00,11,3301.76,0.17,30145.068799999997
325,86,754,2022-01-14 12:00:00,15,2172.22,0.16,27369.971999999994
326,49,1140,2022-01-14 13:00:00,9,991.94,0.12,7856.1648000000005
327,70,404,2022-01-14 14:00:00,11,4783.42,0.16,44198.8008
328,15,250,2022-01-14 15:00:00,10,2427.25,0.24,18447.1
329,54,446,2022-01-14 16:00:00,2,1081.49,0.15,1838.533
330,101,954,2022-01-14 17:00:00,14,3647.19,0.23,39316.7082
331,8,278,2022-01-14 18:00:00,4,3117.91,0.12,10975.0432
332,53,112,2022-01-14 19:00:00,2,4117.75,0.05,7823.724999999999
333,60,746,2022-01-14 20:00:00,5,4981.26,0.12,21917.544
334,108,688,2022-01-14 21:00:00,14,415.36,0.22,4535.7312
335,5,392,2022-01-14 22:00:00,15,3748.72,0.26,41610.791999999994
336,103,969,2022-01-14 23:00:00,19,4947.83,0.23,72386.7529
337,6,143,2022-01-15 00:00:00,6,2783.51,0.11,14863.943400000002
338,109,1056,2022-01-15 01:00:00,15,3635.37,0.17,45260.356499999994
339,116,181,2022-01-15 02:00:00,14,2317.33,0.11,28873.9318
340,94,579,2022-01-15 03:00:00,8,1912.51,0.21,12087.0632
341,47,798,2022-01-15 04:00:00,12,3543.0,0.13,36988.92
342,99,269,2022-01-15 05:00:00,4,4942.83,0.23,15223.9164
343,55,553,2022-01-15 06:00:00,6,640.0,0.0,3840.0
344,52,633,2022-01-15 07:00:00,11,2226.18,0.1,22039.182
345,144,275,2022-01-15 08:00:00,7,4714.97,0.26,24423.5446
346,13,743,2022-01-15 09:00:00,4,741.43,0.1,2669.1479999999997
347,114,86,2022-01-15 10:00:00,15,3324.48,0.12,43883.136
348,124,1087,2022-01-15 11:00:00,1,2264.79,0.24,1721.2404
349,106,404,2022-01-15 12:00:00,9,2009.08,0.03,17539.2684
350,147,192,2022-01-15 13:00:00,8,1205.31,0.09,8774.6568
351,145,1055,2022-01-15 14:00:00,12,1046.4,0.23,9668.736
352,120,107,2022-01-15 15:00:00,7,2678.18,0.29,13310.554599999998
353,63,622,2022-01-15 16:00:00,18,2011.7,0.23,27882.162
354,19,276,2022-01-15 17:00:00,1,2559.41,0.05,2431.4395
355,92,651,2022-01-15 18:00:00,9,1140.5,0.25,7698.375
356,58,556,2022-01-15 19:00:00,7,1880.97,0.14,11323.439400000001
357,90,1106,2022-01-15 20:00:00,14,4982.8,0.23,53714.584
358,117,1088,2022-01-15 21:00:00,1,1966.74,0.07,1829.0682
359,62,567,2022-01-15 22:00:00,13,2181.0,0.1,25517.7
360,23,586,2022-01-15 23:00:00,15,295.41,0.27,3234.7395
361,127,885,2022-01-16 00:00:00,5,2027.96,0.27,7402.053999999999
362,137,129,2022-01-16 01:00:00,5,3864.28,0.09,17582.474000000002
363,140,256,2022-01-16 02:00:00,14,2674.86,0.03,36324.5988
364,129,934,2022-01-16 03:00:00,14,3353.82,0.28,33806.505600000004
365,58,231,2022-01-16 04:00:00,14,2871.45,0.09,36582.272999999994
366,122,1161,2022-01-16 05:00:00,5,706.36,0.04,3390.5280000000002
367,1,863,2022-01-16 06:00:00,11,1794.29,0.1,17763.470999999998
368,34,355,2022-01-16 07:00:00,19,3532.32,0.08,61744.9536
369,96,146,2022-01-16 08:00:00,5,2830.11,0.02,13867.539
370,126,1057,2022-01-16 09:00:00,4,3439.81,0.3,9631.467999999999
371,118,260,2022-01-16 10:00:00,15,1928.87,0.09,26329.0755
372,48,87,2022-01-16 11:00:00,7,1129.71,0.08,7275.3324
373,89,843,2022-01-16 12:00:00,5,4183.11,0.13,18196.5285
374,117,265,2022-01-16 13:00:00,15,2006.25,0.12,26482.5
375,129,392,2022-01-16 14:00:00,14,3344.05,0.13,40730.529
376,16,232,2022-01-16 15:00:00,3,2029.98,0.27,4445.6562
377,69,901,2022-01-16 16:00:00,5,4650.82,0.02,22789.017999999996
378,22,588,2022-01-16 17:00:00,12,4961.31,0.28,42865.7184
379,93,447,2022-01-16 18:00:00,14,3314.86,0.2,37126.432
380,76,1153,2022-01-16 19:00:00,5,3090.33,0.21,12206.8035
381,144,1113,2022-01-16 20:00:00,4,4235.97,0.05,16096.686
382,86,466,2022-01-16 21:00:00,16,2677.91,0.1,38561.904
